frame0023.jpg,47.4502,8.6817,574.0613
frame0039.jpg,47.4502,8.6817,574.0607
frame0053.jpg,47.4502,8.6817,574.0616
frame0073.jpg,47.4502,8.6817,574.0581
frame0087.jpg,47.4502,8.6817,574.0566
frame0101.jpg,47.4502,8.6817,574.058
frame0115.jpg,47.4502,8.6817,574.0581
frame0131.jpg,47.4502,8.6817,574.0564
frame0149.jpg,47.4502,8.6817,574.059
frame0165.jpg,47.4502,8.6817,574.0557
frame0179.jpg,47.4502,8.6817,574.0559
frame0193.jpg,47.4502,8.6817,574.0555
frame0207.jpg,47.4502,8.6817,574.0549
frame0221.jpg,47.4502,8.6817,574.0573
frame0235.jpg,47.4502,8.6817,574.0605
frame0251.jpg,47.4502,8.6817,574.0613
frame0265.jpg,47.4502,8.6817,574.0581
frame0279.jpg,47.4502,8.6817,574.0564
frame0293.jpg,47.4502,8.6817,574.0536
frame0307.jpg,47.4502,8.6817,574.0437
frame0323.jpg,47.4502,8.6817,574.0274
frame0337.jpg,47.4502,8.6817,573.9465
frame0351.jpg,47.4502,8.6817,573.7837
frame0365.jpg,47.4502,8.6817,574.1848
frame0379.jpg,47.4502,8.6817,574.5109
frame0393.jpg,47.4502,8.6817,574.8091
frame0407.jpg,47.4502,8.6817,575.1146
frame0421.jpg,47.4502,8.6817,575.4913
frame0435.jpg,47.4502,8.6817,576.2966
frame0449.jpg,47.4502,8.6817,577.1337
frame0463.jpg,47.4502,8.6817,577.8597
frame0477.jpg,47.4502,8.6817,578.6031
frame0491.jpg,47.4502,8.6817,579.2595
frame0505.jpg,47.4502,8.6817,579.8964
frame0519.jpg,47.4502,8.6817,580.4569
frame0533.jpg,47.4502,8.6817,581.0362
frame0547.jpg,47.4502,8.6817,581.609
frame0561.jpg,47.4502,8.6817,582.1909
frame0575.jpg,47.4502,8.6817,582.7429
frame0589.jpg,47.4502,8.6817,583.3239
frame0603.jpg,47.4502,8.6817,583.5546
frame0617.jpg,47.4502,8.6817,583.3752
frame0631.jpg,47.4502,8.6817,583.4675
frame0645.jpg,47.4502,8.6817,583.7469
frame0659.jpg,47.4502,8.6817,583.8657
frame0673.jpg,47.4502,8.6817,583.98
frame0687.jpg,47.4502,8.6817,584.1672
frame0701.jpg,47.4502,8.6817,584.0258
frame0715.jpg,47.4502,8.6816,583.8306
frame0729.jpg,47.4502,8.6816,583.8892
frame0743.jpg,47.4502,8.6816,584.0569
frame0757.jpg,47.4502,8.6816,584.1003
frame0771.jpg,47.4502,8.6816,583.9942
frame0785.jpg,47.4502,8.6816,583.9351
frame0799.jpg,47.4502,8.6816,584.2006
frame0813.jpg,47.4502,8.6816,584.2305
frame0827.jpg,47.4502,8.6816,584.2314
frame0841.jpg,47.4502,8.6816,584.1441
frame0855.jpg,47.4502,8.6816,583.9885
frame0869.jpg,47.4502,8.6816,583.911
frame0883.jpg,47.4502,8.6816,583.9171
frame0897.jpg,47.4502,8.6816,583.9351
frame0911.jpg,47.4502,8.6816,583.9714
frame0925.jpg,47.4502,8.6816,584.0067
frame0939.jpg,47.4502,8.6816,584.0154
frame0953.jpg,47.4502,8.6815,583.9255
frame0969.jpg,47.4502,8.6815,584.0034
frame0983.jpg,47.4502,8.6815,583.9519
frame0997.jpg,47.4502,8.6815,584.0298
frame1011.jpg,47.4502,8.6815,584.1454
frame1025.jpg,47.4501,8.6815,584.198
frame1039.jpg,47.4501,8.6815,584.2334
frame1053.jpg,47.4501,8.6815,584.2833
frame1067.jpg,47.4501,8.6815,584.2294
frame1081.jpg,47.4501,8.6815,584.1862
frame1095.jpg,47.4501,8.6815,584.0446
