imageName longitude latitude altitude Omega Phi Kappa
frame2641.jpg 8.68154029 47.45024038 581.74703925 -6.67226845 1.57868493 176.39305148
frame2655.jpg 8.68153675 47.45023914 581.79915599 -5.21648908 3.62569682 169.93476481
frame2669.jpg 8.68153475 47.45023717 581.82015948 -4.95697250 3.73882573 158.19639930
frame2683.jpg 8.68153489 47.45023420 581.75787891 -6.84319670 1.56117555 151.87722235
frame2697.jpg 8.68153515 47.45023112 581.43992829 -8.50958350 0.77259391 153.29380220
frame2711.jpg 8.68153611 47.45022960 581.13446366 -11.04417080 5.59935264 152.76695691
frame2725.jpg 8.68154471 47.45023006 580.87233475 -2.70372844 7.50526678 151.35294461
frame2739.jpg 8.68156044 47.45022826 580.77397362 -2.93080697 5.16388103 152.00425018
frame2753.jpg 8.68157711 47.45022447 580.56975483 -6.24542968 -1.10440481 151.56843830
frame2767.jpg 8.68158945 47.45022115 580.10686390 -4.19505648 1.68698165 152.69575428
frame2781.jpg 8.68160121 47.45021710 579.66360669 -5.58293349 1.47573418 152.06784759
frame2795.jpg 8.68161352 47.45021227 579.55898834 -9.36870806 -6.11163857 152.72995878
frame2809.jpg 8.68162035 47.45020989 579.30048795 -1.86262332 7.50856294 153.21214528
frame2823.jpg 8.68162928 47.45020681 579.06432772 -5.57772066 1.97323912 156.49482430
frame2837.jpg 8.68163760 47.45020349 578.90391831 -4.62615111 4.34689982 158.32006707
frame2851.jpg 8.68164601 47.45019992 578.75584932 -5.57466179 2.29432742 159.57362117
frame2865.jpg 8.68165365 47.45019637 578.56357734 -7.33897423 4.44700733 160.35431422
frame2879.jpg 8.68166167 47.45019387 578.39783938 -6.37073903 2.88024490 162.24961780
frame2893.jpg 8.68166884 47.45019239 578.28989908 -5.88456508 1.90071561 165.26527063
frame2907.jpg 8.68167394 47.45019115 578.19376587 -7.46089830 2.86282019 167.06919849
frame2921.jpg 8.68167947 47.45019112 578.02017511 -6.60752807 6.34802698 167.28286565
frame2935.jpg 8.68168645 47.45019178 577.92515912 -4.65781299 -3.30056227 165.57066412
frame2949.jpg 8.68168802 47.45019168 577.79847128 -9.01625108 2.90652042 155.02413622
frame2963.jpg 8.68168961 47.45019349 577.73899611 -8.48533444 3.43444413 149.32692487
frame2977.jpg 8.68169214 47.45019629 577.53152394 -2.47528089 0.19110057 145.79917933
frame2991.jpg 8.68169400 47.45019773 577.20095725 -7.29551525 2.07586972 144.39268549
frame3005.jpg 8.68169684 47.45020050 576.88896178 -6.63997460 1.81326416 144.62901996
frame3019.jpg 8.68170019 47.45020422 576.63428794 -5.13441815 1.10057287 144.86387309
frame3033.jpg 8.68170356 47.45020793 576.45637476 -3.33664177 -0.45480860 144.46394504
frame3047.jpg 8.68170677 47.45021052 576.31966133 -3.84698518 1.46290230 144.90747376
frame3061.jpg 8.68171064 47.45021204 576.20417466 0.08562152 -3.62715876 143.42776443
frame3075.jpg 8.68171215 47.45021136 576.00711590 -0.56986217 -2.96738000 144.92572538
frame3091.jpg 8.68171193 47.45020896 575.92843939 -6.56574766 0.91196020 145.01405557
frame3105.jpg 8.68171302 47.45020804 575.91594523 -7.37108561 -2.94755967 144.61712352
frame3119.jpg 8.68171262 47.45020876 575.83606226 -4.97240003 -0.29190961 143.33850711
